

0.302129	-0.172995	0.0316859
1.19582	-0.026373	-0.821544
0.597023	0.00171717	-0.0302471
-0.0702193	0.627694	0.591966
0.102209	0.116307	0.434912
-1.1803	-1.54883	0.0657635
0.0738531	-0.0312066	0.0411971
-0.216487	0.060402	1.87872
-0.248466	-0.0971048	-0.0743736
-0.0306848	-0.629532	1.11276
-0.415941	-0.429066	-1.25563
-0.317227	-1.30458	0.633221
0.907191	0.991339	-0.541837
-0.302455	-0.10561	0.689637
-0.320448	-0.490504	-0.83055
0.325406	0.975588	-1.23255
-0.765663	-0.161632	-1.70596
0.597409	-0.793048	1.32295
-0.306971	0.15459	0.369334
-0.279646	0.0995751	-0.309475
0.0593619	0.104043	-0.61107
-0.171132	-0.679878	0.326911
-0.0172593	0.157563	-0.14071
0.00715097	-0.400959	0.299175
0.885626	-1.20037	-0.234185
0.481965	0.318973	0.517821
0.0200193	-0.573414	-0.269333
1.07452	-0.304915	0.328512
-1.21885	0.0303886	-1.36341
0.373061	-0.962175	-0.325105
-0.567968	-1.11767	0.507339
0.0820619	0.493703	0.416002
0.261965	0.408643	0.505073
0.263917	-0.177517	0.158757
0.195225	0.0294564	-0.146802
1.02207	-0.916756	-0.441736
-0.146635	1.22962	-1.10894
-0.87122	-0.507091	-1.33159
0.237029	-0.522779	0.328552
-0.208137	0.298318	-0.604438
0.079178	0.167325	0.361832
0.245615	-0.315474	-0.848483
0.415994	-0.697375	-0.275326
0.467895	0.400334	0.050267
0.0925346	0.800758	-1.45302
0.163703	0.0587508	-0.02048
0.163355	1.19931	0.699272
-0.670959	0.589403	0.304541
-0.324187	0.664222	-0.200125
-0.197334	1.58493	-0.186576
-0.102479	0.455952	-0.194301
1.80557	0.587276	0.160844
1.07329	-0.184538	-0.204589
-0.351272	-0.0624791	-0.549971
-0.063295	0.262932	0.0935879
-0.744635	0.497963	0.300773
-0.0368704	0.0168195	-0.0475807
0.319451	0.284002	0.5657
0.00178232	0.845049	0.0153728
-0.172558	0.791839	0.0597663
-0.466363	-1.05757	0.442945
0.315359	1.43391	-0.870791
0.203131	-0.551001	0.162001
-0.51781	-0.264263	0.145931
-0.378456	0.193327	-1.3539
0.808084	-0.210503	-0.379991
0.61406	-0.477136	1.55992
0.158053	1.24988	-0.383219
0.0779552	0.222842	-0.0528631
-0.24956	-0.189047	-0.296252
-0.248831	-1.21678	-1.07753
0.0331595	0.107528	-0.905719
-0.748621	-0.810851	0.127543
0.277967	0.589465	-0.409316
-0.624639	-0.607393	0.915269
0.233503	-0.216081	-0.084224
-0.803428	0.829417	0.364758
-0.656055	1.02469	0.0369998
-0.880894	0.427431	-1.40725
-1.85463	-0.282382	0.215995
-0.0472104	-0.0401122	-0.351995
-1.16199	0.629428	1.32489
0.198479	0.0652733	0.173419
-0.230769	-0.570069	1.24092
-0.713861	0.795559	-0.897272
0.179044	-0.928937	0.573645
0.150273	-0.353174	0.119378
-0.926534	-0.268497	1.2684
0.31364	-0.415355	0.111906
-0.333906	-0.577234	0.655909
-0.074273	-0.310102	-0.0603345
-0.220178	-0.124618	0.508376
0.0417955	0.0719664	-0.105854
-0.688293	-0.449288	-0.34009
-0.0363401	-0.515554	-0.677303
-0.427997	-0.562974	0.0381256
0.830983	1.24469	0.392161
-1.08569	-0.159345	0.14326
-0.0821162	0.0739397	0.772705
-0.710336	-0.378633	-1.48093
-0.114907	0.130252	0.943088
0.944103	0.375666	0.196774
-0.131686	0.779313	-0.522386
-0.782628	0.343688	-1.45474
0.32559	-0.533885	-0.775642
0.408904	-0.278813	-1.67969
-0.743469	-0.0797084	-0.81904
-0.0688774	-0.703473	0.352385
-0.572703	-0.0660697	-0.0807246
-0.00252888	0.191127	0.0183183
-1.29473	0.162715	0.973972
0.415465	-0.75967	0.134013
-0.532285	-0.0164377	0.54023
-9.00496e-005	0.469663	-0.652284
0.42037	0.130517	-1.58421
-0.783664	0.125476	1.49394
-0.190622	-0.605746	-0.379393
0.363574	-0.251598	-0.219747
0.41366	-1.70258	-0.0905924
-0.0994749	0.0978479	0.373707
0.0663373	-0.537847	0.37423
0.336617	-0.211896	-0.841621
0.162667	1.24978	0.854451
-0.0788887	-0.0271057	0.184495
1.28868	0.612525	-0.889278
